salary;age;elevel;car;zipcode;credit;brand
1.463.648.758;70;3;6;6;3.081.861.381;1
8.115.414.759;21;4;13;3;2.099.917.936;0
1.249.804.601;52;3;20;1;7.800.168.503;1
145.424.607;24;3;10;8;7.561.379.538;1
2.628.582.268;53;1;12;7;2.989.598.831;1
1.214.434.461;20;3;3;2;3.882.209.674;1
374.425.707;60;0;9;5;2.365.707.488;0
1.234.845.702;54;0;5;4;4.672.154.087;1
913.740.646;27;2;15;8;2.588.643.088;0
7.116.979.039;49;2;7;5;2.917.949.243;1
1.089.651.259;54;3;16;0;3.834.226.612;0
4.472.990.941;43;1;20;8;6.474.982.112;1
9.344.349.431;65;4;12;7;2.927.045.146;1
3.442.224.679;61;1;7;0;2.504.624.918;0
4.058.159.026;41;3;6;6;4.177.704.843;1
4.197.736.451;76;1;12;4;2.167.530.358;0
1.098.717.338;69;1;15;6;2.327.911.973;1
8.423.396.401;54;4;18;8;128.992.953;0
9.240.684.389;45;0;20;8;1.602.183.839;0
3.684.923.684;70;4;20;3;1.768.029.986;0
9.531.975.499;66;4;19;2;4.066.506.123;1
7.201.704.593;48;4;4;4;1.917.294.348;1
9.254.278.787;51;3;20;5;1.940.365.167;0
3.580.248.186;67;4;4;4;2.826.874.377;0
6.569.435.281;25;0;9;0;6.943.028.646;0
1.427.898.552;45;1;16;0;2.284.470.642;1
1.416.868.952;42;4;9;7;2.037.781.991;1
1.497.671.948;44;0;3;7;3.883.080.984;1
7.851.458.003;55;1;9;1;6.847.462.186;0
1.130.943.373;26;0;16;8;0;1
6.730.218.209;38;1;8;1;4.276.094.411;0
5.016.671.099;66;3;18;1;0;0
858.441.379;64;3;7;3;4.646.919.614;1
6.222.797.697;42;1;18;7;1.205.607.717;1
3.839.898.572;48;1;6;6;1.473.541.678;1
1.295.683.169;40;2;19;0;2.497.936.154;1
5.566.594.862;50;2;12;4;3.958.386.838;1
6.354.264.801;42;1;8;3;4.343.548.085;1
5.694.883.238;75;4;20;4;4.489.944.745;0
1.188.616.375;58;1;16;4;4.165.392.957;0
3.096.048.012;33;0;1;6;4.545.641.581;1
8.819.009.558;21;2;14;1;1.523.758.298;0
1.116.932.673;31;2;8;5;1.859.009.077;1
8.057.606.272;66;0;15;8;1.213.684.934;1
3.436.841.975;29;3;3;4;1.262.525.997;1
1.325.705.593;73;1;4;2;0;1
9.590.574.035;52;1;14;5;1.937.639.331;0
6.131.705.075;65;1;11;0;2.189.628.024;0
2.182.899.509;41;2;17;3;4.378.194.462;1
1.324.220.268;52;4;11;5;1.532.285.473;1
1.319.909.438;65;1;4;3;4.558.980.022;1
4.467.296.788;27;0;14;6;6.552.149.348;1
1.179.347.756;25;2;4;5;4.441.003.173;1
110.057.722;47;4;13;0;1.642.714.287;0
5.554.180.102;23;2;18;3;2.918.916.361;0
5.128.408.333;30;2;2;6;2.330.674.007;1
1.241.541.401;46;1;18;3;2.459.155.127;0
5.614.305.246;70;1;12;7;1.066.093.267;0
1.315.289.953;43;4;7;0;266317.1;1
1.089.292.224;76;2;13;5;7.266.381.217;1
4.774.238.069;27;3;18;0;2.180.892.001;1
1.079.987.182;49;1;5;3;1.518.183.195;0
8.663.814.339;63;3;1;3;2.733.066.982;1
7.898.685.471;44;1;12;2;3.897.044.156;0
679.117.705;71;4;13;1;2.991.190.913;0
1.481.262.669;31;4;12;7;3.331.835.676;1
1.368.778.429;38;1;8;3;1.065.207.604;1
1.434.616.519;78;0;9;7;1.765.909.753;1
6.640.848.211;30;1;15;0;2.603.391.954;0
4.193.784.129;37;1;15;5;2.951.790.051;1
2.146.678.842;55;2;7;2;2.273.519.589;1
1.346.673.771;54;4;18;0;5.122.485.846;1
120.783.718;66;4;11;6;281.918.505;1
150000;35;0;15;3;3.251.742.915;1
4.841.514.441;63;1;1;7;4.761.402.344;0
1.125.701.278;46;4;13;7;8.722.527.693;0
8.517.692.947;30;3;9;5;4.025.333.982;0
4.950.719.164;41;0;18;8;4.086.292.916;1
9.600.593.185;32;3;16;7;3.832.646.262;0
8.502.943.416;34;4;5;0;5.488.752.139;0
5.678.828.763;27;3;20;2;4.079.453.155;0
9.111.525.501;24;4;5;0;3.652.382.937;0
1.066.452.039;64;4;2;3;2.615.671.326;1
112.447.754;77;4;6;4;3.615.439.773;1
5.272.842.482;30;4;2;4;2.489.224.867;0
1.091.901.248;58;1;3;7;3.690.963.481;0
1.206.124.134;79;0;2;1;6.420.783.205;1
7.532.739.228;46;3;13;8;2.754.618.858;0
9.688.672.345;37;1;14;7;4.555.906.187;0
1.275.699.457;52;2;4;4;1.689.371.781;1
1.196.555.705;33;4;5;5;1.247.045.577;1
1.249.842.497;66;2;13;5;1.955.919.099;1
9.507.857.756;20;4;11;8;173.068.879;0
1.175.721.414;24;4;9;7;3.568.457.181;1
127.860.582;41;4;10;1;1.031.239.496;1
9.892.380.511;60;3;6;0;4.924.250.394;1
5.476.408.587;80;0;4;8;414.085.819;0
9.910.362.853;28;2;13;3;2.542.160.519;0
1.091.757.189;76;4;19;6;3.479.616.579;1
7.715.581.335;30;2;1;3;7.766.358.833;0
1.196.299.439;69;4;8;4;3.628.266.333;1
1.092.786.257;43;1;9;8;4.065.529.465;0
5.547.200.061;30;2;10;8;9.776.232.951;0
4.646.971.316;79;3;2;7;4.095.564.725;0
2.846.826.957;20;3;1;6;4.844.524.669;1
3.291.203.482;28;1;2;6;4.763.585.494;1
5.297.313.402;64;1;17;7;1.723.284.377;0
4.249.923.584;70;2;12;8;4.024.382.918;0
9.132.376.951;66;4;19;2;3.660.180.249;1
3.498.216.944;49;3;7;5;4.296.556.599;1
4.047.256.318;75;0;6;0;1.987.867.205;0
3.073.396.687;58;4;14;8;7.130.239.037;1
7.508.673.655;47;0;19;8;3.126.461.146;0
1.002.810.959;41;1;8;2;4.209.084.747;0
905.814.685;43;3;8;8;3.447.007.702;0
1.457.344.663;45;2;12;0;1.115.368.189;1
5.588.420.131;24;0;13;2;299.528.131;0
1.282.990.444;28;3;13;1;1.745.882.544;1
7.160.660.989;23;3;7;0;2.049.475.208;0
5.582.657.908;79;3;7;0;4.127.790.354;0
8.842.884.801;71;2;18;7;2.611.407.868;1
123.341.318;30;3;2;3;1.218.306.857;1
1.278.958.519;62;2;16;7;2.716.957.037;1
1.344.395.271;67;0;17;4;4.077.287.762;1
2.362.477.114;66;3;1;7;4.049.805.819;1
1.320.268.418;77;0;14;5;1.312.941.868;1
300.525.073;37;3;3;5;272.918.043;1
1.360.075.551;63;2;11;8;3.308.215.838;1
6.674.890.503;25;4;18;6;3.704.273.071;0
7.885.221.315;67;2;9;0;4.756.599.358;1
1.449.199.536;61;0;9;2;4.136.172.348;1
1.452.441.948;70;3;12;6;2.451.812.358;1
7.146.863.609;33;2;5;1;2.951.059.492;0
1.450.287.404;57;1;6;4;2.479.171.038;1
519.070.616;60;3;16;2;4.430.387.178;0
7.113.366.563;43;4;19;3;1.385.633.384;1
7.989.316.857;43;0;20;2;4.362.081.706;0
4.562.546.481;38;2;3;2;2.788.289.147;1
6.633.955.072;72;0;6;7;4.996.594.003;0
1.317.284.338;31;2;13;2;3.914.354.751;1
79.487.888;54;0;2;7;2.390.468.276;0
3.992.473.011;46;4;12;7;421.865.606;1
3.942.165.325;42;2;5;5;8.025.422.213;1
8.969.927.429;72;1;8;4;4.565.922.258;1
150000;72;3;2;2;4.415.878.744;1
4.018.103.981;51;1;2;2;1.898.764.687;1
9.495.746.715;48;1;5;5;5.321.176.257;0
1.211.422.956;70;3;1;6;267059.09;1
4.846.236.087;54;4;5;5;4.300.706.101;1
2.375.523.724;53;1;14;6;2.188.097.884;1
1.094.051.722;42;4;3;8;1.831.135.529;0
8.684.008.477;34;3;4;4;2.495.912.297;0
1.316.119.344;21;2;5;4;6.942.159.478;1
5.220.332.288;45;4;13;5;1.862.228.735;1
9.942.592.361;68;3;9;3;2.333.277.897;1
115.610.685;38;0;9;7;2.329.475.967;1
1.381.061.442;60;4;13;8;4.046.177.151;1
1.003.516.944;26;0;12;7;1.815.109.466;1
8.757.791.122;40;3;14;7;1.590.522.923;0
8.782.055.342;50;3;19;0;3.086.743.286;0
1.177.298.637;73;2;12;4;2.829.382.883;1
4.562.724.106;31;3;20;1;2.192.485.353;1
7.786.151.375;52;0;4;0;1.342.819.969;0
5.556.146.194;77;4;13;8;1.603.614.711;0
1.146.250.196;60;0;4;1;5.639.596.955;0
1.278.354.321;79;4;19;8;643.014.099;1
6.088.436.915;57;2;11;0;1.867.138.755;1
9.177.802.566;53;2;11;8;2.496.544.091;0
1.485.122.067;20;3;18;5;4.681.996.715;1
9.494.851.885;33;4;17;7;2.947.666.089;0
3.758.060.675;30;1;7;0;4.539.574.341;1
4.677.533.385;80;1;10;4;3.847.091.081;0
1.159.024.027;77;4;16;3;2.064.474.188;1
1.432.888.959;46;2;12;4;3.900.170.328;1
3.722.500.611;58;3;11;6;1.850.461.455;1
1.191.266.561;54;2;18;2;2.169.937.254;0
7.253.855.821;53;1;11;3;5.789.717.345;1
1.285.558.761;61;3;10;3;2.353.660.211;1
7.171.892.682;49;1;15;4;3.467.561.098;1
150000;24;4;17;0;2.434.637.491;1
1.279.336.204;50;4;14;1;7.512.239.312;1
4.910.096.007;48;3;19;7;3.124.671.401;1
3.096.366.682;26;3;17;8;2.877.368.777;1
9.958.813.898;30;3;16;6;310.451.985;1
1.379.933.953;38;0;12;0;4.554.026.855;1
1.015.039.078;52;1;15;5;208.177.311;0
8.230.390.592;77;4;16;3;2.154.401.416;1
9.018.751.168;76;1;19;8;2.883.140.387;1
2.908.426.573;54;0;18;8;4.526.181.162;1
7.963.987.953;48;0;8;5;1.943.467.505;0
6.201.440.101;62;1;2;5;3.340.373.626;0
1.098.619.686;80;3;14;8;9.041.968.501;1
1.334.177.525;55;1;14;4;1.248.979.667;1
9.562.567.718;75;4;15;3;4.947.971.115;1
1.291.960.643;65;1;13;4;2.079.419.818;1
1.185.048.433;50;2;2;6;5,00E+05;0
1.334.569.337;23;3;15;6;2.212.901.344;1
6.136.754.968;80;0;17;6;2.551.251.491;0
1.166.289.572;23;3;1;4;4.583.440.213;1
1.126.131.242;24;4;19;4;2.680.419.673;1
4.004.993.285;21;1;20;0;2.636.199.491;1
3.385.992.659;59;3;18;2;1.400.734.442;1
7.799.330.416;29;4;6;6;3.100.446.567;0
113.534.119;44;4;19;3;1.312.457.478;0
3.363.461.426;76;3;2;0;5,00E+05;0
4.205.652.671;42;1;2;5;4.769.403.974;1
3.253.559.136;32;2;19;5;0;1
4.720.805.205;54;0;2;4;4.940.675.351;1
1.407.936.953;66;1;15;5;4.768.721.836;1
1.282.077.602;20;0;11;0;1.871.180.821;1
6.387.365.161;68;2;13;5;9.229.751.744;0
2.346.085.733;57;3;8;2;8.345.714.046;1
8.765.603.278;21;3;11;5;2.625.709.145;0
7.723.248.652;54;1;19;5;2.991.623.127;0
1.264.072.942;73;3;19;5;3.877.651.304;1
1.021.920.808;22;0;12;3;2.646.791.986;1
1.235.930.788;54;0;13;6;3.145.539.991;1
1.053.174.742;20;4;4;8;323.528.868;1
5.126.562.398;24;1;9;2;3.494.030.383;0
9.284.417.548;27;1;16;1;2.334.692.903;0
1.227.157.448;72;3;13;2;7.142.539.739;1
3.066.215.255;44;4;14;4;4.385.658.257;1
8.547.646.264;62;4;3;4;9.299.802.061;1
1.418.645.579;35;4;4;7;6.766.621.388;1
4.974.302.149;48;2;15;5;3.773.918.036;1
7.362.095.503;52;4;1;8;2.980.553.664;1
1.122.330.809;66;4;16;2;0;1
150000;48;3;8;2;1.724.251.695;1
1.421.313.101;71;0;7;6;6.778.792.815;1
100.199.722;48;2;15;5;3.517.703.413;0
365.305.221;46;3;14;5;8.723.739.158;1
1.204.471.774;36;3;15;3;3.397.789.868;1
1.059.123.464;49;3;17;3;3.353.662.559;0
5.019.024.402;24;4;18;0;2.349.546.854;1
1.054.613.206;62;3;15;3;3.994.959.811;1
6.827.334.285;38;4;14;7;1.330.001.418;0
1.217.380.309;31;4;15;5;3.339.903.131;1
5.934.256.984;55;0;4;8;134892.74;1
1.286.614.259;44;4;18;4;2.724.322.631;1
7.309.917.153;39;0;2;0;2.298.785.441;0
5.141.390.785;48;3;1;8;3.608.668.472;1
1.051.634.276;61;3;14;2;2.718.084.495;1
5.129.294.818;24;4;8;7;3.908.269.226;0
6.658.732.883;67;1;20;1;1.470.208.197;0
5.488.657.953;78;0;7;2;2.103.806.469;0
1.157.556.881;46;1;12;7;3.602.105.173;0
4.762.759.281;26;0;9;1;1.620.996.091;1
1.264.803.768;48;4;3;2;8.215.434.858;1
5.457.361.902;77;2;16;3;3.849.060.884;0
112.450.078;35;2;19;7;1.265.010.719;1
9.616.817.237;59;1;9;4;3.092.239.857;0
3.194.910.785;59;4;20;2;4.843.733.046;1
1.055.049.782;60;1;16;7;4.262.548.188;1
4.997.938.437;43;3;5;6;4.135.316.548;1
8.959.349.893;62;1;20;3;4.308.171.992;1
3.949.989.868;48;0;12;7;2.855.928.262;1
1.151.570.298;42;3;18;7;4.537.694.353;0
3.445.855.188;56;2;1;3;3.768.174.062;1
6.363.484.819;51;0;10;1;332.626.281;1
1.176.379.094;41;2;10;7;3.542.311.845;0
1.210.474.292;29;1;9;5;5,00E+05;1
1.095.602.799;20;0;20;3;1.158.585.351;1
1.006.936.339;77;4;9;8;2.548.065.269;1
5.034.184.092;76;2;16;5;3.364.489.265;0
1.434.922.919;51;1;16;3;3.615.098.896;1
1.140.485.738;29;4;18;5;385.415.592;1
1.181.485.091;70;4;16;8;4.491.152.394;1
1.141.050.465;42;1;19;2;6.184.680.805;0
8.995.891.147;22;4;9;6;402.572.343;0
4.033.440.998;44;3;19;0;4.663.623.857;1
7.784.029.282;71;1;19;1;1.696.899.654;1
4.011.167.126;25;3;9;5;4.007.912.724;1
1.460.687.996;37;3;13;0;4.086.425.619;1
840.575.474;29;4;17;5;4.060.360.507;0
3.998.827.282;21;2;16;4;8.762.969.974;1
1.396.354.368;45;3;6;5;4.656.063.348;1
5.773.914.054;29;3;5;0;6.152.491.596;0
9.120.749.202;76;4;19;4;1.163.608.786;1
8.919.874.141;47;0;16;3;2.377.111.301;0
7.903.192.176;25;1;18;0;601.651.501;0
9.495.957.636;23;2;4;6;1.541.408.664;0
7.744.581.332;45;4;11;1;3.844.027.587;0
801.208.033;77;0;10;4;2.547.652.396;1
2.863.475.934;68;1;5;1;3.706.381.879;0
1.056.833.366;78;2;2;5;2.900.049.988;1
1.395.517.022;42;1;1;4;354.996.638;1
964.682.424;38;1;15;8;4.572.047.674;0
7.460.681.037;78;4;8;8;4.271.472.768;0
1.378.024.221;57;4;19;8;310.348.747;1
1.276.681.623;62;3;10;3;4.675.449.197;1
7.288.288.357;73;3;16;2;5,00E+05;0
3.530.049.719;49;1;8;0;1.648.831.302;1
1.201.479.097;35;2;20;6;1.960.090.584;1
541.961.261;65;2;12;4;2.193.544.522;0
1.005.767.902;20;1;1;1;2.844.225.701;1
1.404.233.069;64;4;20;2;3.795.367.548;1
8.311.954.315;37;0;14;0;2.120.905.272;0
1.077.057.223;49;3;12;2;4.362.886.524;0
2.874.387.935;46;3;8;4;296.971.551;1
1.135.050.454;64;0;17;5;4.336.642.849;1
2.475.799.716;47;1;4;4;8.575.152.486;1
5.582.378.033;34;2;4;1;1.723.004.779;0
150000;80;3;14;2;4.502.712.716;1
2.868.037.301;76;3;19;1;2.092.712.962;0
7.931.351.933;74;0;7;6;3.369.881.646;1
1.197.967.515;39;3;17;5;4.799.883.638;1
5.763.234.114;51;1;11;2;1.338.361.588;1
1.054.864.651;41;1;4;2;3.935.989.769;0
1.017.541.042;67;2;15;6;3.171.966.221;1
4.763.055.456;75;2;7;1;1.823.781.812;0
6.754.815.393;26;4;4;4;6.374.351.975;0
1.085.300.362;39;0;18;3;4.570.637.612;1
6.806.553.178;77;2;8;8;3.997.386.161;0
1.385.065.409;77;0;9;1;9.276.479.099;1
1.384.876.916;23;3;10;5;2.953.814.132;1
3.185.748.064;55;1;18;2;376.638.756;1
1.205.673.122;43;4;14;7;1.127.584.536;0
1.445.200.967;26;3;2;4;4.897.862.161;1
150000;59;4;12;0;2.158.927.484;1
1.132.042.527;53;1;18;8;2.557.711.642;0
2.697.443.636;50;1;3;6;8.880.460.415;1
2.645.781.034;30;2;8;1;2.146.110.197;1
1.456.568.344;51;2;20;7;4.361.065.431;1
1.383.981.268;46;1;20;5;4.197.405.909;1
1.040.723.343;60;3;3;4;5.002.442.022;1
3.796.910.334;71;3;13;4;0;0
1.427.500.613;55;0;7;7;9.677.553.419;1
1.273.346.931;24;3;12;3;2.518.469.624;1
4.081.127.605;25;4;3;1;3.648.369.259;1
6.219.449.092;66;1;10;4;302.582.745;0
1.046.455.367;22;3;10;1;4.277.344.781;1
464.679.239;44;3;7;8;1.258.786.932;1
2.877.612.517;68;1;16;7;3.348.836.566;0
7.618.535.222;49;1;19;6;4.674.885.467;0
8.863.248.987;63;3;5;4;0;1
8.754.707.447;70;2;1;6;3.979.767.149;1
5.654.946.807;76;0;19;6;2.188.043.753;0
9.144.434.617;69;4;7;6;1.665.703.142;1
3.544.323.994;53;3;18;7;323.692.985;1
108.805.052;45;0;4;7;4.293.495.201;0
3.235.412.861;59;3;20;1;1.458.497.846;1
4.777.740.513;22;1;18;3;4.225.674.988;1
8.698.223.842;27;0;17;1;2.508.519.115;0
1.444.152.812;53;0;6;7;400.137.123;1
1.331.502.895;28;3;12;5;2.385.045.011;1
142178.55;33;4;18;8;3.685.122.431;1
20000;59;2;9;2;3.423.156.599;1
1.080.373.137;24;0;16;5;4.233.770.607;1
6.642.845.116;46;1;11;7;4.172.538.151;1
1.313.989.879;62;1;6;5;1.663.857.482;1
100.620.618;79;3;11;4;2.839.578.148;1
5.657.049.997;37;4;4;3;4.254.783.052;0
1.447.115.565;54;3;3;0;2.024.580.817;1
1.224.806.072;58;1;6;3;4.138.609.154;0
5.223.298.641;39;1;10;8;1.611.700.145;1
20000;37;2;13;1;1.341.668.624;1
1.029.923.364;61;3;3;2;4.255.041.594;1
1.030.266.582;54;2;4;7;183.701.361;0
8.084.691.846;60;0;13;7;2.081.577.725;1
3.083.312.173;35;2;11;3;4.573.614.134;1
1.009.092.356;40;2;16;6;7.277.825.932;0
5.287.909.355;37;1;5;2;8.905.057.354;0
1.167.861.489;20;3;9;8;684.831.536;1
367.074.499;32;2;17;5;2.584.450.795;1
8.952.846.798;76;2;19;6;405.765.497;1
1.121.102.832;69;0;19;1;1.360.621.845;1
5.436.263.368;65;4;6;2;6.928.218.851;0
905.855.886;53;2;13;1;1.479.688.713;0
1.409.374.666;59;0;13;5;4.933.186.732;1
8.960.255.814;58;2;11;3;4.592.517.909;0
1.038.676.185;45;4;5;5;2.279.252.151;0
3.042.485.732;23;2;5;0;1.099.495.756;1
2.095.499.535;46;2;9;7;2.142.292.239;1
3.742.141.963;79;0;18;0;1.246.261.948;0
670.885.411;69;4;5;8;2.700.152.608;0
360.428.525;68;4;11;0;4.116.183.953;0
1.349.037.078;46;2;11;0;2.735.568.923;1
4.921.929.642;50;4;1;8;3.619.094.851;1
1.330.693.103;62;3;5;2;4.841.195.794;1
7.324.032.656;65;0;13;8;2.214.229.448;0
1.116.674.441;75;4;4;7;8.801.045.955;1
1.445.478.822;73;2;20;1;1.836.910.749;1
4.590.343.046;39;0;12;6;2.803.471.716;1
1.447.632.044;66;4;10;4;3.734.302.903;1
1.202.208.196;20;2;2;8;3.597.651.654;1
4.229.607.052;68;2;6;8;1.292.043.376;0
7.837.677.056;62;0;4;1;3.830.431.229;1
6.241.647.961;51;2;5;8;4.932.300.543;1
9.389.494.803;57;4;16;6;4.469.264.639;0
5.592.639.154;36;3;18;3;4.456.212.399;0
1.289.914.806;61;0;7;8;2.875.807.135;1
6.650.809.294;46;3;12;7;320.690.332;1
150000;53;3;14;3;1.736.727.907;1
121.780.933;36;3;16;6;623.638.835;1
1.154.846.025;47;0;8;7;3.277.556.253;0
1.406.140.293;58;2;11;0;408.473.193;1
1.322.965.098;69;0;14;8;4.654.469.939;1
150000;68;1;14;2;4.400.264.849;1
101611.36;31;2;10;7;4.439.225.918;1
1.272.067.601;28;4;12;8;1.750.468.656;1
118.018.299;50;3;9;0;4.688.475.602;0
2.983.732.888;65;2;4;5;3.494.456.621;0
7.097.496.653;49;1;7;4;4.958.551.477;1
1.020.307.238;39;3;11;8;7.271.096.407;1
6.844.854.085;57;1;18;0;3.037.227.669;1
1.406.197.153;27;0;7;4;191.054.413;1
150000;45;2;19;1;2.703.195.645;1
4.804.904.599;60;2;14;0;2.088.376.583;1
8.541.237.245;49;3;7;0;3.200.908.616;0
1.023.417.288;64;4;4;3;2.428.551.822;1
5.422.242.172;76;3;4;7;1.517.255.668;0
3.604.310.498;57;1;1;4;1.050.904.329;1
8.885.661.436;36;4;19;1;1.416.397.981;0
4.739.599.441;24;2;2;1;4.704.757.418;1
8.975.264.571;23;4;15;3;541.062.704;0
117.479.073;74;4;10;0;191.527.918;1
3.483.559.853;72;1;19;8;2.031.332.035;0
1.311.650.107;21;3;1;6;2.225.503.095;1
4.470.146.967;25;0;14;3;3.076.883.068;1
1.127.816.586;29;4;7;5;4.082.370.455;1
5.565.123.245;27;3;6;7;9.111.264.808;0
7.297.433.539;43;2;12;4;975.438.323;1
6.005.857.843;45;0;14;5;1.507.394.846;1
1.409.711.379;29;2;14;0;175.866.987;1
8.480.852.841;57;3;8;8;2.250.173.343;0
3.024.556.754;37;3;20;7;4.862.580.663;1
940.429.269;36;0;19;7;4.731.263.494;0
3.767.421.438;39;3;13;0;5.753.562.764;1
1.013.076.258;60;4;17;7;3.748.139.503;0
3.721.008.362;52;0;3;7;1.761.471.704;1
7.397.735.355;33;3;18;5;1.787.387.772;0
150000;65;4;4;6;2.974.213.772;1
5.274.791.484;69;2;8;0;1.980.240.661;0
9.937.776.183;53;1;8;3;7.170.463.306;0
8.013.150.141;66;0;16;4;1.116.597.241;1
122.410.807;35;4;20;7;1.299.543.581;1
1.398.611.546;50;3;5;5;471.637.778;1
90.937.607;38;1;18;2;4.392.483.679;0
1.176.277.974;20;0;7;6;624.208.173;1
2.039.971.147;56;4;18;0;3.890.752.395;1
7.713.149.214;52;3;8;8;6.808.849.551;0
3.518.661.477;30;1;9;7;1.503.092.106;1
1.426.440.932;49;4;13;7;8.466.719.503;1
2.467.519.909;75;0;1;4;3.749.367.412;1
1.284.664.047;67;0;16;1;2.997.049.543;1
1.245.308.297;29;1;4;1;305.188.377;1
1.027.319.446;65;4;5;7;246.635.698;1
2.183.155.391;36;4;5;5;2.308.958.832;1
9.293.993.173;20;4;11;5;3.837.606.407;0
591.173.872;69;2;1;5;2.286.603.046;0
1.127.882.388;20;2;2;4;2.366.151.909;1
5.740.659.927;42;4;2;5;3.283.998.341;1
3.090.917.057;61;1;14;8;3.462.346.023;0
3.439.253.294;59;3;4;7;2.174.604.902;1
7.691.713.397;45;2;4;4;4.424.719.002;0
593.661.765;32;0;5;2;1.773.855.289;0
9.850.951.411;66;3;16;3;1.238.581.363;1
1.388.670.697;69;2;8;1;3.933.446.564;1
1.198.843.048;36;3;18;4;4.593.519.572;1
8.656.496.565;41;1;2;3;3.391.346.358;0
1.047.882.909;71;0;11;1;1.320.591.689;1
5.187.002.654;33;3;9;7;375.640.538;0
1.323.084.568;77;0;1;3;3.026.041.741;1
5.835.853.476;73;2;12;7;0;0
1.105.981.672;78;1;18;7;1.833.444.899;1
1.138.631.594;47;1;7;2;156.663.275;0
20000;60;0;3;1;3.575.988.577;1
1.094.447.117;55;0;12;0;5,00E+05;0
143009.3;30;3;10;8;8.318.619.474;1
4.818.109.305;24;1;15;0;4.025.427.598;1
1.339.748.491;80;3;3;3;2.546.960.147;1
2.612.392.054;57;1;5;6;4.887.224.893;1
7.664.837.518;65;4;16;5;3.909.594.554;1
7.351.583.053;70;2;6;3;8.331.402.492;0
1.178.681.074;29;2;15;3;4.502.550.319;1
7.230.512.705;63;2;20;1;3.018.510.167;0
7.902.938.738;48;3;2;6;8.049.535.802;0
4.184.515.376;68;3;8;7;341.962.545;0
1.018.928.153;48;2;19;1;7.732.900.924;0
6.415.815.602;27;1;7;6;1.115.076.917;0
1.225.224.707;48;2;1;4;1.465.390.273;0
1.131.207.936;48;1;3;4;1.725.082.104;0
1.236.202.936;61;2;19;3;3.490.645.928;1
1.090.059.034;64;1;9;2;3.553.585.445;1
7.424.966.384;30;4;4;0;4.319.961.134;0
4.638.506.985;61;3;14;4;2.999.147.285;0
1.252.032.985;35;4;8;3;3.476.144.609;1
1.031.950.654;22;0;11;5;3.185.520.069;1
4.196.982.197;60;1;17;6;4.552.807.613;1
4.910.090.521;33;3;19;7;1.406.727.083;0
1.476.108.672;52;4;14;1;1.810.115.612;1
2.703.664.087;30;2;16;1;406.680.822;1
698.560.372;25;0;1;1;1.849.177.935;0
6.510.202.029;61;2;18;1;1.563.465.055;0
1.462.752.414;45;0;9;7;3.976.480.524;1
7.362.876.438;24;3;13;0;4.579.595.494;0
7.951.202.478;46;2;1;6;9.436.590.026;0
4.422.007.076;72;0;15;3;4.361.581.891;0
1.418.053.239;66;4;3;0;2.591.129.636;1
2.639.940.032;80;2;13;8;3.443.678.411;0
7.871.847.939;72;2;16;4;1.698.496.181;1
8.447.890.877;61;0;17;4;3.397.209.936;1
1.293.988.902;24;3;16;6;7.886.811.628;1
1.223.886.897;22;4;13;6;4.896.842.453;1
1.131.646.791;56;4;10;6;2.683.404.035;0
8.084.564.318;26;2;10;6;1.993.309.181;0
5.800.921.181;73;1;17;3;176.289.155;0
1.117.938.896;29;1;12;2;1.148.371.585;1
150000;55;4;18;1;7.424.041.567;1
1.448.996.334;62;2;5;7;0;1
1.285.320.928;53;2;14;3;3.553.994.803;1
1.116.016.807;20;0;8;0;9.775.874.551;1
9.564.647.355;64;3;9;4;211.320.439;1
5.632.528.506;57;0;2;0;4.202.635.412;1
1.174.154.966;22;0;1;0;4.453.387.558;1
1.333.719.518;70;3;14;5;3.515.323.123;1
3.799.915.987;70;2;2;0;4.131.185.965;0
6.282.201.775;43;1;8;5;3.593.764.828;1
1.405.196.775;29;2;16;4;1.460.190.537;1
8.120.178.487;60;3;13;4;2.857.922.353;1
1.331.324.665;76;4;7;5;7.493.743.292;1
2.836.913.384;35;3;17;6;7.798.663.121;1
1.437.335.955;38;4;17;6;1.316.361.898;1
9.588.626.862;65;4;11;3;7.825.678.861;1
6.063.983.082;44;2;7;1;5,00E+05;1
1.366.260.997;55;1;3;4;9.886.471.088;1
1.153.670.629;62;3;11;3;5,00E+05;1
3.319.497.254;39;0;1;8;7.508.049.109;1
7.532.931.647;24;2;1;7;6.951.673.389;0
2.476.504.104;73;0;15;2;4.235.828.124;1
465.648.053;29;0;6;3;3.565.480.923;1
1.205.276.111;79;2;12;0;4.533.227.224;1
8.664.907.953;43;3;16;5;2.461.045.445;0
680.071.867;63;2;4;0;4.157.224.875;0
1.238.746.042;58;2;13;4;1.460.404.274;1
1.420.397.952;57;2;15;8;1.910.543.731;1
1.052.995.393;35;3;2;7;2.869.470.605;1
6.894.405.944;50;0;12;2;2.861.968.039;1
1.023.720.626;75;0;3;8;1.140.782.733;1
1.201.197.834;75;2;11;1;1.735.464.189;1
5.754.260.758;44;0;12;4;2.093.481.713;1
4.245.972.784;29;3;14;2;348.245.427;1
1.229.539.693;48;0;7;4;1.359.469.686;0
5.500.001.284;60;3;9;4;3.910.592.131;0
6.857.806.523;58;0;4;0;4.358.690.695;1
4.432.438.618;73;3;6;5;2.522.241.968;0
4.596.813.742;41;0;7;0;4.286.207.677;1
1.044.146.495;62;4;14;3;3.573.678.596;1
1.297.107.481;34;3;6;8;3.408.580.265;1
